debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Got it. Got it. Vice President Biden? Biggest misconception.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,Pretty good one.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,It was very good one. Very good one. Thank you.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"When you get knocked down, get up and everyone’s entitled to be treated with dignity no matter what. No matter who they are. Mine also that everyone should be represented. That no one’s better than me and I’m no better than anyone else. The fact is what we should be doing we talked about the Supreme Court. I’m looking forward to making sure there’s a black woman on the Supreme Court to make sure [inaudible 00:39:57]. Not a joke, not a joke. I pushed very hard for that.",27.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Vice President.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"My mother’s motto was, she said, “You’re defined by your courage or redeemed by your loyalty.” I am loyal. I do what I say.",8.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"What’s the biggest misconception about you, sir?",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,I have more hair than I think I do.,8.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,There’s a way to fix that. Senator Sanders.,5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Misconception.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Yes.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Misconception, and you’re hearing it here tonight, is that the ideas I’m talking about are radical. They’re not. In one form or another, they exist in countries all over the world. Healthcare is a human right. We have the necessity, the moral imperative to address the existential threat of climate change. Other countries are doing that. We don’t need more people in jail, disproportionately African American, than any other country on earth. Not a radical idea. The motto, the saying that that moves me the most is from Nelson Mandela and Mandela said, “Everything is impossible until it happens.” And that means, if we have the guts to stand up to powerful special interest, we’re doing phenomenally well. If we can bring working people together, black and white and Latino, we can create a nation.",59.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"All right, Senator, thank you.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Where all people have a good standard of living.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Senator Warren.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Well, I suppose one misconception is that I don’t eat very much. In fact, I eat all the time, because I get teased about this. Look, I never was supposed to be on a stage like this and the misconception is that I thought I should be president of the United States. No, I got into this because I am a fighter. My motto ties in directly to this. It’s Matthew 25 and that is in as much as she hath done it into one of these, the least of thy brethren, ye have done it unto me. For me, this is about how we treat other people and how we lift them up. That is why I am in this fight. That is why I am running to be president and it is why I will be an effective president.",51.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Thank you, Senator. Now Buttigieg.",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"I think the biggest conception misconception is that I’m not passionate. I get that I’m kind of level. Some say unflappable. I don’t think you want a president who’s flappable, but it’s precisely because I’m so passionate about the things that are going on in this country that I consider it important to approach all of that with discipline. And my disciplines are guided by the motto is I try to live by, many of which come from scripture. And just to be clear, I would never impose my interpretation of my religion on anybody.",34.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Just to sure as I’m wearing this ring, I’ll never let that happen to anybody. But I seek to live by the teachings that say that if you would be a leader, you must first be a servant. And of course the teaching not unique to the Christian tradition, but a big part of it that holds that we are to treat others as we would be treated. And when I think about everything at stake, from racial and economic justice, to our stewardship of the climate, to the need to heal the sick, and the need to heal this country, I seek for those teachings to order my steps as I go through this campaign, and as I go through life.",30.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,Thank you. Mayor Bloomberg?,5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"Misconception that I’m six feet tall, and quote, I’ve trained for this job for a long time and when I get it, I’m going to do something rather than just talk about it.",17.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Thank you candidates. Thank you very much.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Well, thank you. That concludes our debate.",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Though we have time for one more break, Norah, one more break. Time flies when you’re having fun. You’re watching the democratic debate right here on CBS.",180.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Thank you. That concludes our debate. We want to thank the candidates, the moderators, and to you watching at home tonight.",5.0
